x1,x2,x3,x4
10.3522448684392,7.94934602605887,8.05116780043961,6.95245387744792
7.88100364337356,9.74948185167812,14.6495757011503,5.29902388954959
7.76008951424951,13.1102123498117,3.4590768330009,7.82461899423197
8.85761533654381,7.02868656533968,10.686075432744,4.52545967241564
7.66828500952451,8.41473479303129,8.23504590088552,4.75479256617527
7.73594511302713,6.41877353491655,12.3679980628294,7.33608700963183
7.35006694310355,8.34313837761561,3.64663855318814,7.68796481180538
9.00660588262205,8.90712497656922,2.53659038369009,5.4512804958897
8.7267162857516,5.92204192404573,7.56064586677268,8.61784064532617
9.3271275291952,14.1986918896824,6.65793936324692,8.0345874924111
7.49634780319509,13.4449476155154,13.6743888973358,4.46656644801914
8.21415564911037,13.3531590461928,7.49180176591404,5.74740394561554
8.39341005047313,6.9766374402844,9.95879494593555,8.63934671062083
6.94542307656404,7.33941924906835,14.3896719085915,5.87712888497261
9.43136806820338,12.5245649693395,10.6019294320138,8.90530897284712
6.56536528869169,6.88509885813462,7.16887522820839,6.09500822390978
9.1071899622612,13.2232683089992,15.318763917198,6.51485711488535
8.64130976016741,5.66192737221194,12.6631639653121,6.38168943490214
10.2320165166501,8.36470375272044,12.4276519466238,5.61583948836104
9.01885861484872,3.69302934101234,10.1331558761327,3.01951682814537
7.4030520307358,6.57788107118222,19.1051147043337,9.36181738076368
9.02681988623019,13.8492436794549,16.416483368499,5.09696032059533
7.0518917394536,7.61176411789616,7.50252025444142,10.1338482890365
8.44776622034371,1.91934281697894,6.23798268979187,5.65000590091356
8.53100043026209,16.1644681001872,5.10301623794371,8.52518596938303
7.1716259649379,10.468803909528,3.64518176327697,9.70668072882171
6.82607768238474,7.72815410640485,12.9151405191024,5.82721507274376
11.081669992813,10.5400209227137,14.5301484024761,5.8531432620207
8.20252302818596,13.1310784044501,17.6681074236126,9.85142381301419
9.7511055515141,14.458278225769,11.8521204100435,10.4906613773257
7.05558581946905,5.20323528327523,7.43575704676848,5.52237374525378
7.42982606052517,11.4882081032325,4.50794468800835,7.23243603530753
8.04359315196771,11.2822907676591,12.766349839982,8.90123264496422
9.34696538979959,8.86441362020849,8.6396242092863,4.33942650158452
7.71523761344425,12.1710763874803,1.82513118326746,8.20753748210476
8.25350045425817,8.27677163698391,13.6342649248771,5.09327269899445
6.77114475857899,9.69058516433774,19.4686820101995,6.32105046175349
7.58208937401168,8.611178671643,9.63744679608724,7.46530819107691
6.38766614662234,5.25309748523721,4.8943584266757,3.61675652470443
8.0144768647926,8.33703768358374,16.5472469084711,9.40704803251059
9.09882636936292,4.89681907911735,13.595365888236,5.62963061498618
8.92053646346738,10.6039078612194,3.26235451612233,3.6650421444355
7.28060491718586,9.74627930142016,3.66662397678412,5.72163012053889
7.97372703499291,7.27807118185829,14.794865838816,9.15669876865472
8.7487790057693,0.625242098046586,0.92370250478476,7.01158694210201
8.96827266656658,6.68185293432506,6.08018769459531,4.63880462693135
8.75833670972196,7.41935477198081,6.24388301770474,8.57722441732295
8.05597854609136,11.4404535863551,0.549833676985724,4.55501735696937
5.6552824105346,9.80434467679048,9.17507941258269,6.77441981548919
8.33213441672521,4.25090996024226,5.94503605940971,7.18510236918259
9.17725374722823,9.10875689872181,9.70331125924314,10.5981104002326
8.92691013713051,6.36089507441046,10.624822022639,6.48113561942822
8.39348424211314,8.71020159831331,16.0896684888293,7.80439733417747
8.04591409565464,15.505665016262,7.47283780169807,4.30631305266403
